Date,Revenue
2016-06-21,392.0
2014-02-19,89.0
2016-02-19,44.0
2014-04-05,79.0
2016-04-05,40.0
2013-08-08,133.0
2015-08-08,89.0
2014-06-18,186.0
2016-06-18,279.0
2013-08-22,266.0
2015-08-22,354.0
2013-08-01,512.0
2015-08-01,512.0
2013-11-10,656.0
2015-11-10,574.0
2014-06-11,1189.0
2016-06-11,1107.0
2013-11-14,1202.0
2015-11-14,1291.0
2013-12-22,192.0
2015-12-22,192.0
2013-12-03,1503.0
2015-12-03,1400.0
2013-08-30,47.0
2015-08-30,47.0
2013-09-18,705.0
2015-09-18,799.0
2013-11-10,752.0
2015-11-10,705.0
2014-01-19,341.0
2016-01-19,256.0
2014-03-26,213.0
2016-03-26,299.0
2014-06-01,43.0
2016-06-01,128.0
2013-12-08,697.0
2015-12-08,697.0
2013-12-29,141.0
2015-12-29,94.0
2013-11-06,1189.0
2015-11-06,1107.0
2013-07-29,177.0
2015-07-29,89.0
2013-11-11,797.0
2015-11-11,797.0
2013-12-26,443.0
2015-12-26,399.0
2014-04-15,664.0
2016-04-15,664.0
2013-11-08,507.0
2015-11-08,390.0
2014-03-26,273.0
2016-03-26,156.0
2014-04-17,156.0
2016-04-17,234.0
2013-07-29,653.0
2015-07-29,609.0
2013-08-25,914.0
2015-08-25,870.0
2014-04-26,576.0
2016-04-26,528.0
2014-06-24,816.0
2016-06-24,864.0
2014-06-25,1008.0
2016-06-25,912.0
2013-07-11,574.0
2015-07-11,574.0
2013-08-07,82.0
2015-08-07,41.0
2013-10-09,1067.0
2015-10-09,1067.0
2013-11-16,1305.0
2015-11-16,1175.0
2014-04-04,261.0
2016-04-04,218.0
2013-11-22,380.0
2015-11-22,380.0
2013-11-24,644.0
2015-11-24,644.0
2013-12-30,492.0
2015-12-30,369.0
2013-12-04,534.0
2015-12-04,623.0
2013-08-19,96.0
2015-08-19,96.0
2013-09-23,432.0
2015-09-23,432.0
2013-10-15,720.0
2015-10-15,720.0
2013-10-25,1344.0
2015-10-25,1200.0
2013-12-25,960.0
2015-12-25,912.0
2014-03-28,816.0
2016-03-28,912.0
2014-05-20,1392.0
2016-05-20,1248.0
2014-05-21,1148.0
2016-05-21,1230.0
2014-06-04,533.0
2016-06-04,410.0
2014-01-29,1190.0
2016-01-29,1275.0
2013-08-19,196.0
2015-08-19,49.0
2013-08-25,245.0
2015-08-25,98.0
2013-08-30,1470.0
2015-08-30,1519.0
2014-05-16,49.0
2016-05-16,98.0
2013-12-09,147.0
2015-12-09,49.0
2013-12-23,98.0
2015-12-23,49.0
2013-07-20,1188.0
2015-07-20,1089.0
2013-08-14,1386.0
2015-08-14,1337.0
2013-10-07,1089.0
2015-10-07,1139.0
2013-11-15,297.0
2015-11-15,248.0
2013-12-28,792.0
2015-12-28,693.0
2014-01-20,248.0
2016-01-20,248.0
2014-02-10,693.0
2016-02-10,792.0
2014-03-31,149.0
2016-03-31,99.0
2014-04-01,545.0
2016-04-01,644.0
2014-05-15,149.0
2016-05-15,198.0
2014-06-17,545.0
2014-06-17,248.0
2016-06-17,644.0
2016-06-17,198.0
2014-07-30,842.0
2016-07-30,891.0
2013-08-29,817.0
2015-08-29,688.0
2014-03-09,215.0
2016-03-09,129.0
2013-10-19,1044.0
2015-10-19,957.0
2013-10-26,305.0
2015-10-26,305.0
2014-06-21,87.0
2016-06-21,44.0
2014-01-11,277.0
2016-01-11,356.0
2014-04-03,948.0
2016-04-03,948.0
2014-07-18,277.0
2016-07-18,158.0
2013-11-02,527.0
2015-11-02,446.0
2014-02-03,810.0
2016-02-03,770.0
2013-07-13,566.0
2015-07-13,566.0
2013-08-15,87.0
2015-08-15,44.0
2013-08-23,609.0
2015-08-23,609.0
2013-11-04,827.0
2015-11-04,870.0
2014-02-19,566.0
2016-02-19,653.0
2014-03-06,653.0
2016-03-06,740.0
2014-04-23,44.0
2016-04-23,87.0
2014-04-28,957.0
2016-04-28,1001.0
2014-05-02,1131.0
2016-05-02,1175.0
2014-05-28,1001.0
2016-05-28,1044.0
2014-05-31,305.0
2016-05-31,174.0
2014-06-25,1262.0
2016-06-25,1262.0
2013-11-06,284.0
2015-11-06,324.0
2013-08-21,697.0
2015-08-21,604.0
2013-09-14,650.0
2015-09-14,697.0
2013-09-27,789.0
2015-09-27,882.0
2013-11-23,1347.0
2015-11-23,1207.0
2014-02-09,789.0
2016-02-09,650.0
2013-08-31,869.0
2015-08-31,830.0
2013-10-19,909.0
2015-10-19,909.0
2013-12-06,79.0
2015-12-06,79.0
2014-06-27,40.0
2016-06-27,40.0
2014-02-05,1081.0
2016-02-05,940.0
2013-08-01,882.0
2015-08-01,833.0
2013-10-08,441.0
2015-10-08,490.0
2013-10-25,1470.0
2015-10-25,1323.0
2014-07-05,609.0
2016-07-05,522.0
2014-07-23,1305.0
2016-07-23,1392.0
2013-10-09,882.0
2015-10-09,798.0
2013-10-13,384.0
2015-10-13,427.0
2014-03-31,981.0
2016-03-31,1067.0
2014-07-14,512.0
2016-07-14,555.0
2013-11-28,1027.0
2015-11-28,988.0
2014-04-23,158.0
2016-04-23,198.0
2013-11-04,372.0
2015-11-04,279.0
2014-04-18,604.0
2016-04-18,604.0
2014-02-02,545.0
2016-02-02,446.0
2013-08-06,42.0
2015-08-06,84.0
2013-09-17,1095.0
2015-09-17,1137.0
2013-08-04,802.0
2015-08-04,855.0
2013-12-07,802.0
2015-12-07,909.0
2014-03-24,428.0
2016-03-24,267.0
2014-02-05,297.0
2016-02-05,248.0
2014-03-10,495.0
2016-03-10,347.0
2014-06-25,149.0
2016-06-25,248.0
2013-09-28,693.0
2015-09-28,594.0
2013-12-05,792.0
2015-12-05,792.0
2013-12-10,495.0
2015-12-10,594.0
2013-12-18,693.0
2015-12-18,594.0
2013-11-04,576.0
2015-11-04,620.0
2013-12-05,1209.0
2015-12-05,1116.0
2013-12-28,1107.0
2015-12-28,1025.0
2014-01-04,1262.0
2016-01-04,1175.0
2013-07-18,881.0
2015-07-18,933.0
2013-12-01,518.0
2015-12-01,570.0
2013-12-08,363.0
2015-12-08,259.0
2013-12-31,1244.0
2015-12-31,1348.0
2014-02-05,1140.0
2016-02-05,985.0
2014-03-24,1244.0
2016-03-24,1089.0
2014-06-03,1503.0
2016-06-03,1555.0
2014-02-09,791.0
2016-02-09,651.0
2014-03-03,558.0
2016-03-03,465.0
2013-08-18,722.0
2015-08-18,608.0
2014-02-08,99.0
2016-02-08,198.0
2014-02-19,1102.0
2016-02-19,1064.0
2014-04-04,347.0
2016-04-04,347.0
2014-06-14,693.0
2016-06-14,693.0
2014-04-10,940.0
2016-04-10,940.0
2013-12-10,902.0
2015-12-10,943.0
2013-11-07,522.0
2015-11-07,609.0
2013-12-06,284.0
2015-12-06,203.0
2013-12-19,324.0
2015-12-19,203.0
2013-10-01,1260.0
2015-10-01,1134.0
2014-02-12,221.0
2016-02-12,177.0
2014-06-22,688.0
2016-06-22,602.0
2013-11-27,1176.0
2015-11-27,1050.0
2014-02-25,597.0
2016-02-25,640.0
2014-06-03,640.0
2016-06-03,512.0
2013-08-29,1107.0
2015-08-29,1063.0
2013-12-22,1053.0
2015-12-22,1094.0
2013-07-31,1315.0
2015-07-31,1315.0
2013-08-09,423.0
2015-08-09,423.0
2013-12-03,846.0
2015-12-03,752.0
2013-12-08,799.0
2015-12-08,752.0
2014-02-20,1034.0
2016-02-20,893.0
2014-03-28,470.0
2016-03-28,376.0
2014-04-07,517.0
2016-04-07,376.0
2014-04-27,1268.0
2016-04-27,1221.0
2014-06-09,376.0
2016-06-09,235.0
2013-10-21,504.0
2015-10-21,462.0
2013-11-06,462.0
2015-11-06,420.0
2013-11-21,168.0
2015-11-21,252.0
2014-02-26,714.0
2016-02-26,756.0
2014-07-20,756.0
2016-07-20,798.0
2014-01-02,119.0
2016-01-02,158.0
2014-03-02,435.0
2016-03-02,316.0
2014-01-19,1189.0
2016-01-19,1271.0
2014-03-21,164.0
2016-03-21,123.0
2013-09-26,588.0
2015-09-26,481.0
2013-11-15,1300.0
2015-11-15,1300.0
2014-06-24,84.0
2016-06-24,42.0
2013-10-30,1111.0
2015-10-30,1111.0
2014-03-07,582.0
2016-03-07,476.0
2014-03-23,212.0
2016-03-23,106.0
2014-05-02,318.0
2016-05-02,265.0
2013-11-14,860.0
2015-11-14,903.0
2013-12-07,645.0
2015-12-07,559.0
2014-01-31,84.0
2016-01-31,42.0
2013-10-07,117.0
2015-10-07,39.0
2013-11-18,1131.0
2015-11-18,1131.0
2013-12-25,663.0
2015-12-25,702.0
2014-01-18,1092.0
2016-01-18,1131.0
2014-03-22,390.0
2016-03-22,429.0
2014-07-27,897.0
2016-07-27,897.0
2014-01-06,1372.0
2016-01-06,1274.0
2014-02-13,147.0
2016-02-13,245.0
2014-01-11,1170.0
2016-01-11,1053.0
2014-02-07,1170.0
2016-02-07,1209.0
2014-01-10,245.0
2016-01-10,294.0
2014-02-06,49.0
2016-02-06,98.0
2013-09-09,914.0
2015-09-09,1001.0
2014-01-14,957.0
2016-01-14,914.0
2014-01-11,517.0
2016-01-11,611.0
2014-02-02,499.0
2016-02-02,499.0
2014-01-30,136.0
2016-01-30,45.0
2014-05-16,544.0
2016-05-16,635.0
2014-03-27,1280.0
2016-03-27,1237.0
2014-06-03,683.0
2016-06-03,640.0
2014-07-22,384.0
2016-07-22,341.0
2014-02-06,156.0
2016-02-06,207.0
2014-03-02,467.0
2016-03-02,311.0
2014-04-11,363.0
2016-04-11,363.0
2014-06-25,829.0
2016-06-25,778.0
2014-06-22,753.0
2016-06-22,708.0
2014-02-10,1440.0
2016-02-10,1392.0
2014-07-26,81.0
2016-07-26,41.0
2013-08-31,149.0
2015-08-31,248.0
2013-09-12,1089.0
2015-09-12,1089.0
2013-10-06,644.0
2015-10-06,495.0
2013-12-14,990.0
2015-12-14,1089.0
2013-12-17,644.0
2015-12-17,545.0
2014-01-15,941.0
2016-01-15,792.0
2014-03-07,941.0
2016-03-07,990.0
2014-03-13,495.0
2016-03-13,347.0
2014-05-10,297.0
2016-05-10,347.0
2014-07-16,594.0
2016-07-16,594.0
2013-09-03,379.0
2015-09-03,421.0
2013-11-30,42.0
2015-11-30,42.0
2014-01-08,1264.0
2016-01-08,1348.0
2014-01-29,396.0
2016-01-29,495.0
2014-04-14,891.0
2016-04-14,990.0
2014-04-25,990.0
2016-04-25,1089.0
2014-05-03,495.0
2016-05-03,495.0
2014-05-14,1139.0
2014-05-14,941.0
2016-05-14,1089.0
2016-05-14,792.0
2014-07-31,1238.0
2016-07-31,1238.0
2013-08-11,49.0
2015-08-11,147.0
2013-08-19,1078.0
2015-08-19,1127.0
2013-08-26,49.0
2015-08-26,49.0
2013-09-10,882.0
2015-09-10,735.0
2013-09-18,490.0
2015-09-18,441.0
2013-10-05,147.0
2015-10-05,49.0
2013-11-08,1372.0
2015-11-08,1323.0
2013-12-02,49.0
2015-12-02,49.0
2014-02-24,147.0
2016-02-24,147.0
2014-06-10,343.0
2016-06-10,392.0
2013-12-16,1270.0
2015-12-16,1361.0
2014-03-27,953.0
2016-03-27,907.0
2014-04-20,408.0
2016-04-20,272.0
2013-08-08,1008.0
2015-08-08,1092.0
2013-10-11,966.0
2015-10-11,882.0
2013-11-04,756.0
2015-11-04,756.0
2013-12-07,924.0
2015-12-07,840.0
2014-05-31,588.0
2016-05-31,630.0
2014-07-31,966.0
2016-07-31,1050.0
2014-03-05,1218.0
2016-03-05,1131.0
2013-09-28,435.0
2015-09-28,435.0
2013-11-18,579.0
2015-11-18,445.0
2014-06-25,579.0
2016-06-25,445.0
2014-02-05,1170.0
2016-02-05,1092.0
2014-06-06,234.0
2016-06-06,273.0
2014-06-14,897.0
2016-06-14,897.0
2014-07-01,39.0
2016-07-01,39.0
2014-07-03,897.0
2016-07-03,936.0
2013-09-08,198.0
2015-09-08,297.0
2013-11-03,743.0
2015-11-03,693.0
2013-12-23,1188.0
2015-12-23,1188.0
2013-12-31,1436.0
2015-12-31,1535.0
2014-01-08,1436.0
2016-01-08,1535.0
2014-01-29,347.0
2016-01-29,248.0
2014-02-01,1040.0
2016-02-01,941.0
2014-05-15,1089.0
2016-05-15,990.0
2013-12-16,248.0
2015-12-16,99.0
2014-03-27,891.0
2016-03-27,842.0
2014-04-02,594.0
2016-04-02,446.0
2014-06-14,297.0
2016-06-14,248.0
2013-12-03,943.0
2015-12-03,984.0
2013-09-20,123.0
2015-09-20,205.0
2014-05-28,656.0
2016-05-28,574.0
2014-06-06,369.0
2016-06-06,328.0
2014-04-27,884.0
2016-04-27,977.0
2014-05-24,783.0
2016-05-24,740.0
2014-05-07,1008.0
2016-05-07,1008.0
2014-05-26,651.0
2016-05-26,651.0
2013-10-16,82.0
2015-10-16,41.0
2014-06-13,82.0
2016-06-13,82.0
2014-06-11,50.0
2016-06-11,151.0
2013-10-23,186.0
2015-10-23,93.0
2013-12-11,1349.0
2015-12-11,1256.0
2014-05-20,1256.0
2016-05-20,1302.0
2013-12-10,768.0
2015-12-10,768.0
2014-02-23,336.0
2016-02-23,384.0
2014-03-15,144.0
2016-03-15,192.0
2014-05-11,1296.0
2016-05-11,1248.0
2014-07-11,1200.0
2016-07-11,1248.0
2013-09-09,1176.0
2015-09-09,1283.0
2013-11-28,43.0
2015-11-28,129.0
2014-02-02,43.0
2016-02-02,43.0
2013-09-09,1436.0
2015-09-09,1485.0
2013-09-10,1139.0
2015-09-10,1188.0
2013-11-14,1089.0
2015-11-14,941.0
2013-12-28,941.0
2015-12-28,1040.0
2014-01-05,545.0
2016-01-05,594.0
2014-02-22,50.0
2016-02-22,50.0
2014-03-10,396.0
2016-03-10,347.0
2014-06-11,891.0
2016-06-11,990.0
2014-07-01,1436.0
2016-07-01,1337.0
2014-02-26,1386.0
2016-02-26,1287.0
2014-03-09,1485.0
2016-03-09,1436.0
2014-06-03,990.0
2016-06-03,990.0
2014-02-13,328.0
2016-02-13,205.0
2013-08-29,939.0
2015-08-29,939.0
2013-07-11,981.0
2015-07-11,896.0
2013-10-13,1280.0
2015-10-13,1152.0
2013-11-29,85.0
2015-11-29,85.0
2014-03-02,213.0
2016-03-02,256.0
2014-06-20,939.0
2016-06-20,853.0
2013-12-28,790.0
2015-12-28,672.0
2013-11-10,597.0
2015-11-10,597.0
2014-03-06,981.0
2016-03-06,896.0
2014-06-20,392.0
2016-06-20,261.0
2013-12-17,574.0
2015-12-17,615.0
2014-02-21,205.0
2016-02-21,287.0
2013-12-15,94.0
2015-12-15,47.0
2013-09-03,487.0
2015-09-03,354.0
2014-06-18,974.0
2016-06-18,886.0
2013-09-12,672.0
2015-09-12,672.0
2013-11-15,48.0
2015-11-15,48.0
2013-12-18,144.0
2015-12-18,96.0
2014-01-14,768.0
2016-01-14,672.0
2014-02-15,1248.0
2016-02-15,1248.0
2014-03-09,624.0
2016-03-09,528.0
2014-06-11,1440.0
2016-06-11,1536.0
2014-06-27,1152.0
2016-06-27,1008.0
2013-07-09,558.0
2015-07-09,419.0
2013-12-15,326.0
2015-12-15,326.0
2014-07-22,1256.0
2016-07-22,1209.0
2014-01-30,744.0
2016-01-30,698.0
2014-06-15,553.0
2016-06-15,553.0
2013-11-23,158.0
2015-11-23,79.0
2013-11-25,948.0
2015-11-25,988.0
2013-08-24,203.0
2015-08-24,284.0
2013-12-06,1194.0
2015-12-06,1194.0
2014-02-13,939.0
2016-02-13,896.0
2014-05-23,256.0
2016-05-23,128.0
2013-08-03,797.0
2015-08-03,797.0
2013-09-23,266.0
2015-09-23,354.0
2013-08-30,585.0
2015-08-30,585.0
2014-02-15,936.0
2016-02-15,936.0
2013-11-06,427.0
2015-11-06,384.0
2014-04-15,811.0
2016-04-15,768.0
2013-12-04,544.0
2015-12-04,590.0
2013-09-04,195.0
2015-09-04,78.0
2014-04-08,1131.0
2016-04-08,1014.0
2014-07-05,312.0
2016-07-05,273.0
2013-09-08,574.0
2015-09-08,492.0
2013-10-15,656.0
2015-10-15,533.0
2014-02-27,1170.0
2016-02-27,1209.0
2014-04-08,585.0
2016-04-08,624.0
2014-04-18,546.0
2016-04-18,588.0
2014-04-15,870.0
2016-04-15,740.0
2014-03-27,886.0
2016-03-27,841.0
2014-04-19,653.0
2016-04-19,753.0
2013-08-07,428.0
2015-08-07,267.0
2013-08-15,962.0
2015-08-15,855.0
2013-09-20,1337.0
2015-09-20,1230.0
2013-10-29,1176.0
2015-10-29,1123.0
2014-04-01,53.0
2016-04-01,53.0
2014-04-03,160.0
2016-04-03,53.0
2014-05-18,214.0
2016-05-18,267.0
2013-08-07,882.0
2015-08-07,929.0
2014-03-08,1207.0
2016-03-08,1115.0
2014-04-03,464.0
2016-04-03,464.0
2014-05-25,46.0
2016-05-25,46.0
2014-06-01,650.0
2016-06-01,743.0
2014-06-02,1300.0
2016-06-02,1347.0
2014-07-23,1300.0
2016-07-23,1161.0
2013-08-31,846.0
2015-08-31,799.0
2013-10-06,1221.0
2015-10-06,1315.0
2013-11-16,1362.0
2015-11-16,1409.0
2014-06-17,47.0
2016-06-17,47.0
2013-09-05,1094.0
2015-09-05,962.0
2013-08-14,1315.0
2015-08-14,1409.0
2013-10-01,1128.0
2015-10-01,987.0
2014-02-27,1128.0
2016-02-27,1128.0
2014-04-20,376.0
2016-04-20,282.0
2014-04-26,658.0
2016-04-26,611.0
2014-06-02,376.0
2016-06-02,376.0
2014-01-08,653.0
2016-01-08,696.0
2014-01-05,686.0
2016-01-05,686.0
2014-06-16,944.0
2016-06-16,1026.0
2014-05-14,1066.0
2016-05-14,1066.0
2014-06-19,534.0
2016-06-19,401.0
2014-01-14,1008.0
2016-01-14,1104.0
2014-04-09,624.0
2016-04-09,528.0
2013-09-14,517.0
2015-09-14,376.0
2013-11-12,446.0
2015-11-12,347.0
2014-02-11,1161.0
2016-02-11,1207.0
2014-03-28,46.0
2016-03-28,139.0
2014-05-21,464.0
2016-05-21,372.0
2013-09-24,816.0
2015-09-24,771.0
2013-12-06,318.0
2015-12-06,408.0
2014-04-01,227.0
2016-04-01,91.0
2014-04-03,907.0
2016-04-03,907.0
2013-09-17,98.0
2015-09-17,196.0
2014-07-26,49.0
2016-07-26,49.0
2013-11-30,535.0
2015-11-30,374.0
2013-12-29,695.0
2015-12-29,695.0
2014-04-23,1390.0
2016-04-23,1497.0
2014-06-03,1230.0
2016-06-03,1176.0
2014-07-14,374.0
2016-07-14,428.0
2013-08-10,953.0
2015-08-10,847.0
2013-10-06,794.0
2015-10-06,688.0
2013-12-04,900.0
2015-12-04,847.0
2014-01-03,900.0
2016-01-03,794.0
2014-03-18,1131.0
2016-03-18,1131.0
2013-12-04,429.0
2015-12-04,429.0
2014-01-07,1170.0
2016-01-07,1131.0
2013-09-02,53.0
2015-09-02,53.0
2013-12-08,159.0
2015-12-08,106.0
2014-02-15,1164.0
2016-02-15,1217.0
2014-07-17,53.0
2016-07-17,159.0
2014-03-28,84.0
2016-03-28,126.0
2014-07-31,927.0
2016-07-31,927.0
2014-06-14,1328.0
2016-06-14,1196.0
2013-12-09,1153.0
2015-12-09,1105.0
2014-02-01,288.0
2016-02-01,384.0
2013-07-14,186.0
2015-07-14,279.0
2013-08-21,93.0
2015-08-21,139.0
2013-10-21,1347.0
2015-10-21,1347.0
2014-06-07,998.0
2016-06-07,998.0
2013-09-15,990.0
2015-09-15,990.0
2013-09-26,941.0
2015-09-26,941.0
2014-02-09,1287.0
2016-02-09,1386.0
2014-03-04,594.0
2016-03-04,594.0
2014-03-11,842.0
2016-03-11,891.0
2014-03-19,1040.0
2016-03-19,1040.0
2014-05-28,743.0
2016-05-28,743.0
2014-05-31,446.0
2016-05-31,545.0
2014-06-21,396.0
2016-06-21,396.0
2014-07-03,495.0
2016-07-03,594.0
2014-01-27,284.0
2016-01-27,284.0
2013-10-30,48.0
2015-10-30,48.0
2013-12-23,1256.0
2015-12-23,1209.0
2014-01-07,1116.0
2016-01-07,1023.0
2014-04-20,597.0
2016-04-20,640.0
2014-02-22,535.0
2016-02-22,535.0
2014-06-01,1069.0
2016-06-01,1176.0
2013-09-05,82.0
2015-09-05,41.0
2013-09-01,817.0
2015-09-01,688.0
2013-10-03,774.0
2015-10-03,731.0
2014-03-28,344.0
2016-03-28,344.0
2014-03-22,1337.0
2016-03-22,1386.0
2014-04-13,1604.0
2016-04-13,1550.0
2014-05-25,1443.0
2016-05-25,1283.0
2013-08-29,624.0
2015-08-29,720.0
2014-01-02,768.0
2016-01-02,720.0
2014-03-18,96.0
2016-03-18,192.0
2014-05-19,1440.0
2016-05-19,1440.0
2014-07-15,528.0
2016-07-15,576.0
2013-07-01,218.0
2015-07-01,261.0
2014-01-22,816.0
2016-01-22,912.0
2014-01-28,912.0
2016-01-28,816.0
2014-04-19,432.0
2016-04-19,480.0
2014-05-04,1056.0
2016-05-04,1056.0
2014-05-13,1200.0
2016-05-13,1296.0
2014-06-11,1200.0
2016-06-11,1200.0
2013-11-01,363.0
2015-11-01,318.0
2013-12-22,855.0
2015-12-22,802.0
2014-01-26,1550.0
2016-01-26,1657.0
2014-03-21,1337.0
2016-03-21,1443.0
2014-04-12,1123.0
2016-04-12,1069.0
2014-06-04,481.0
2016-06-04,588.0
2014-07-29,1123.0
2016-07-29,1176.0
2013-09-26,738.0
2015-09-26,615.0
2014-03-02,943.0
2016-03-02,861.0
2013-10-21,1081.0
2015-10-21,1034.0
2014-04-13,576.0
2016-04-13,576.0
2014-06-14,960.0
2016-06-14,864.0
2014-03-17,697.0
2016-03-17,656.0
2014-04-19,41.0
2016-04-19,41.0
2013-09-28,861.0
2015-09-28,779.0
2014-02-16,1025.0
2016-02-16,1025.0
2013-12-30,726.0
2015-12-30,726.0
2014-05-11,1315.0
2016-05-11,1361.0
2013-08-24,725.0
2015-08-24,725.0
2014-06-14,213.0
2016-06-14,299.0
2014-06-15,171.0
2016-06-15,85.0
2014-06-23,1067.0
2016-06-23,939.0
2013-09-20,648.0
2015-09-20,567.0
2013-11-07,608.0
2015-11-07,486.0
2014-07-25,174.0
2016-07-25,131.0
2013-07-04,363.0
2015-07-04,207.0
2013-08-15,1140.0
2015-08-15,985.0
2013-10-09,1452.0
2015-10-09,1296.0
2013-11-14,104.0
2015-11-14,207.0
2013-11-15,1348.0
2015-11-15,1296.0
2014-02-22,985.0
2016-02-22,829.0
2014-03-28,1244.0
2016-03-28,1244.0
2013-10-11,363.0
2015-10-11,363.0
2014-06-16,45.0
2016-06-16,45.0
2013-11-07,517.0
2015-11-07,423.0
2013-11-21,517.0
2015-11-21,517.0
2014-06-03,778.0
2016-06-03,726.0
2013-08-10,495.0
2015-08-10,347.0
2014-05-31,615.0
2016-05-31,615.0
2013-07-22,1026.0
2015-07-22,1026.0
2014-01-28,821.0
2016-01-28,780.0
2013-12-03,336.0
2015-12-03,432.0
2013-12-19,672.0
2015-12-19,672.0
2014-03-05,1056.0
2016-03-05,1152.0
2014-07-09,132.0
2016-07-09,88.0
2013-11-10,94.0
2015-11-10,94.0
2013-12-02,672.0
2015-12-02,672.0
2014-01-30,1104.0
2016-01-30,1104.0
2014-02-12,1152.0
2016-02-12,1152.0
2014-03-06,864.0
2016-03-06,816.0
2014-05-08,384.0
2016-05-08,384.0
2013-11-17,1209.0
2015-11-17,1302.0
2013-12-16,1283.0
2015-12-16,1337.0
2014-05-05,909.0
2016-05-05,1016.0
2014-06-25,1390.0
2016-06-25,1443.0
2013-08-16,277.0
2015-08-16,316.0
2014-04-20,119.0
2016-04-20,40.0
2013-08-11,160.0
2015-08-11,53.0
2013-10-10,374.0
2015-10-10,374.0
2013-10-19,1123.0
2015-10-19,1230.0
2013-10-23,50.0
2015-10-23,99.0
2013-07-09,779.0
2015-07-09,738.0
2013-09-14,205.0
2015-09-14,246.0
2014-01-22,1134.0
2016-01-22,998.0
2014-01-26,726.0
2016-01-26,635.0
2013-09-08,94.0
2015-09-08,188.0
2014-05-13,1221.0
2016-05-13,1128.0
2014-04-26,588.0
2016-04-26,428.0
2014-07-25,428.0
2016-07-25,267.0
2013-09-09,294.0
2015-09-09,378.0
2014-07-24,294.0
2016-07-24,378.0
2014-04-28,470.0
2016-04-28,564.0
2013-07-23,98.0
2015-07-23,49.0
2013-12-02,196.0
2015-12-02,98.0
2014-01-07,441.0
2016-01-07,539.0
2014-03-30,735.0
2016-03-30,686.0
2014-06-10,490.0
2016-06-10,490.0
2014-06-25,147.0
2016-06-25,245.0
2014-01-20,1075.0
2016-01-20,1118.0
2014-06-27,602.0
2016-06-27,516.0
2013-07-11,98.0
2015-07-11,49.0
2013-08-17,1372.0
2015-08-17,1323.0
2013-08-25,98.0
2015-08-25,49.0
2013-11-10,735.0
2015-11-10,588.0
2014-03-12,1127.0
2016-03-12,1176.0
2014-04-26,980.0
2016-04-26,882.0
2014-05-22,1372.0
2016-05-22,1372.0
2013-07-19,975.0
2015-07-19,1014.0
2013-08-30,273.0
2015-08-30,351.0
2014-01-20,429.0
2016-01-20,468.0
2014-07-20,819.0
2016-07-20,702.0
2013-07-18,273.0
2015-07-18,351.0
2013-11-27,1443.0
2015-11-27,1550.0
2013-09-18,297.0
2015-09-18,149.0
2013-10-27,198.0
2015-10-27,149.0
2013-11-13,99.0
2015-11-13,50.0
2013-11-25,1287.0
2015-11-25,1188.0
2014-02-20,842.0
2016-02-20,891.0
2014-02-27,446.0
2016-02-27,545.0
2014-03-03,149.0
2016-03-03,248.0
2014-04-17,1040.0
2016-04-17,990.0
2014-06-04,1089.0
2016-06-04,1188.0
2014-06-18,50.0
2016-06-18,149.0
2014-06-07,1040.0
2016-06-07,1040.0
2013-09-15,505.0
2015-09-15,548.0
2013-11-15,1264.0
2015-11-15,1137.0
2013-11-22,211.0
2015-11-22,126.0
2014-04-03,885.0
2016-04-03,969.0
2014-05-20,632.0
2016-05-20,590.0
2014-06-21,463.0
2016-06-21,505.0
2013-07-15,1287.0
2015-07-15,1287.0
2013-08-17,941.0
2015-08-17,792.0
2014-03-06,1089.0
2016-03-06,1139.0
2014-04-04,1436.0
2016-04-04,1386.0
2013-11-14,378.0
2015-11-14,216.0
2013-08-21,369.0
2015-08-21,287.0
2013-12-07,41.0
2015-12-07,41.0
2014-06-16,369.0
2016-06-16,369.0
2013-07-07,740.0
2015-07-07,740.0
2014-06-21,1200.0
2016-06-21,1152.0
2014-06-26,240.0
2016-06-26,240.0
2014-06-03,507.0
2016-06-03,429.0
2014-07-15,273.0
2016-07-15,234.0
2013-10-14,632.0
2015-10-14,548.0
2013-11-25,632.0
2015-11-25,505.0
2013-12-22,1221.0
2015-12-22,1306.0
2013-10-14,697.0
2015-10-14,697.0
2013-08-12,1274.0
2015-08-12,1274.0
2013-09-07,49.0
2015-09-07,147.0
2013-09-09,245.0
2015-09-09,196.0
2013-11-01,539.0
2015-11-01,490.0
2013-11-15,686.0
2015-11-15,637.0
2013-11-16,931.0
2015-11-16,833.0
2013-12-23,735.0
2013-12-23,1323.0
2015-12-23,784.0
2015-12-23,1274.0
2014-01-08,294.0
2016-01-08,343.0
2014-01-10,980.0
2016-01-10,931.0
2014-01-24,686.0
2016-01-24,539.0
2014-02-20,784.0
2016-02-20,637.0
2014-03-02,980.0
2016-03-02,1029.0
2014-05-24,735.0
2016-05-24,784.0
2014-06-20,49.0
2016-06-20,147.0
2013-08-11,1176.0
2015-08-11,1274.0
2013-08-17,1176.0
2015-08-17,1127.0
2013-08-26,735.0
2015-08-26,637.0
2013-10-04,245.0
2015-10-04,294.0
2013-10-29,882.0
2015-10-29,833.0
2013-11-09,392.0
2015-11-09,392.0
2013-11-11,147.0
2015-11-11,245.0
2013-11-30,882.0
2015-11-30,882.0
2013-12-08,1323.0
2015-12-08,1176.0
2013-12-24,1029.0
2015-12-24,1029.0
2013-11-10,41.0
2015-11-10,122.0
2013-08-12,1111.0
